"draw_size";"p1_seed";"p1_name";"p1_ht";"p1_age";"p2_seed";"p2_name";"p2_ht";"p2_age";"best_of";"p1_rank";"p1_rank_points";"p2_rank";"p2_rank_points";"hard";"carpet";"clay";"grass";"p1_abs_wins_clay";"p1_abs_wins_hard";"p1_abs_wins_carpet";"p1_abs_wins_grass";"p2_abs_losses_clay";"p2_abs_losses_hard";"p2_abs_losses_carpet";"p2_abs_losses_grass";"p1_abs_losses_clay";"p1_abs_losses_hard";"p1_abs_losses_carpet";"p1_abs_losses_grass";"p2_abs_wins_clay";"p2_abs_wins_hard";"p2_abs_wins_carpet";"p2_abs_wins_grass";"Grand_Slam";"Masters1000";"Olympics";"Another_level";"p1_abs_wins_level1";"p1_abs_wins_level2";"p2_abs_losses_level1";"p2_abs_losses_level2";"p1_abs_losses_level1";"p1_abs_losses_level2";"p2_abs_wins_level1";"p2_abs_wins_level2";"tournament_year";"p1_h2h";"p2_h2h";"R64";"R32";"R16";"QF";"SF";"Final";"p1_hand_R";"p1_hand_L";"p2_hand_R";"p2_hand_L";"p1_ace_avg";"p2_ace_avg";"p1_df_avg";"p2_df_avg";"p1_svpt_avg";"p2_svpt_avg";"p1_1stIn_avg";"p2_1stIn_avg";"p1_1stWon_avg";"p2_1stWon_avg";"p1_2ndWon_avg";"p2_2ndWon_avg";"p1_SvGms_avg";"p2_SvGms_avg";"p1_bpSaved_avg";"p2_bpSaved_avg";"p1_bpFaced_avg";"p2_bpFaced_avg";"p1_home";"p2_home";"winner_last_name";"loser_last_name";"FirstAlphabetically";"target"
"148883";96;19;"Tomas Berdych";196;24.4;29;"Viktor Troicki";193;24;3;25;1590;35;1110;1;0;0;0;0;120;0;0;0;36;0;0;44;82;6;11;14;44;0;5;0;1;0;0;105;0;20;0;69;74;14;49;2010;0;1;0;0;1;0;0;0;1;0;1;0;8.71707317073171;5.84905660377358;2.37560975609756;2.92452830188679;74.609756097561;77.9811320754717;44.3463414634146;45.8679245283019;35.4682926829268;30.2641509433962;16.7609756097561;13.5471698113208;12.2926829268293;11.3962264150943;3.01463414634146;5.13207547169811;4.19512195121951;9.24528301886792;0;0;"Berdych";"Troicki";"Berdych";1
"148884";96;15;"John Isner";206;24.8;3;"Rafael Nadal";185;23.7;3;20;1720;3;7440;1;0;0;0;3;56;0;1;16;59;6;6;0;34;0;0;0;188;0;0;0;1;0;0;19;41;54;33;17;0;259;0;2010;0;0;0;0;1;0;0;0;1;0;0;1;13.8139534883721;2.93733681462141;3.13953488372093;1.40731070496084;88.3953488372093;72.0182767624021;58.3255813953488;49.7963446475196;42.8139534883721;36.2689295039164;15.0232558139535;13.1801566579634;13.6976744186047;11.8668407310705;3.55813953488372;3.1331592689295;5.86046511627907;4.48302872062663;1;0;"Nadal";"Isner";"Isner";0
"148886";96;2;"Novak Djokovic";188;22.7;20;"Ivan Ljubicic";193;30.9;3;2;8310;26;1520;1;0;0;0;67;168;8;25;72;131;26;21;0;48;0;0;0;213;0;0;0;1;0;0;165;103;117;133;52;0;145;0;2010;5;1;0;0;1;0;0;0;1;0;1;0;4.82894736842105;12.7146974063401;3.19736842105263;2.29106628242075;86.1315789473684;78.2853025936599;53.9210526315789;46.5533141210375;35.9078947368421;37.4265129682997;15.3157894736842;17.6945244956772;13.1973684210526;12.6772334293948;4.84210526315789;3.02017291066282;8.52631578947368;4.07492795389049;0;0;"Ljubicic";"Djokovic";"Djokovic";0
"148887";96;18;"Tommy Robredo";180;27.8;7;"Andy Roddick";188;27.5;3;23;1595;8;3720;1;0;0;0;178;157;14;24;32;99;10;14;0;118;0;0;0;353;0;0;0;1;0;0;171;202;93;62;110;0;247;0;2010;0;10;0;0;0;1;0;0;1;0;1;0;2.77927927927928;12.1304347826087;2.76576576576577;1.84886128364389;77.4144144144144;72.5507246376812;49.9369369369369;47.3954451345756;31.6531531531532;38.6853002070393;12.5495495495495;14.9026915113872;11.7972972972973;12.3685300207039;4.94144144144144;2.13871635610766;9;2.84472049689441;0;1;"Roddick";"Robredo";"Robredo";0
"148888";96;4;"Andy Murray";190;22.8;6;"Robin Soderling";193;25.5;3;4;7255;7;3905;1;0;0;0;18;161;8;33;39;76;6;15;0;48;0;0;0;125;0;0;0;1;0;0;120;100;66;70;50;0;78;0;2010;2;1;0;0;0;1;0;0;1;0;1;0;6;9.00966183574879;3.34210526315789;2.38647342995169;85.6447368421053;72.1400966183575;46.1973684210526;44.6618357487923;30.6578947368421;35.4589371980676;18.0394736842105;15.4299516908213;12.7763157894737;11.9178743961353;5.80263157894737;2.82125603864734;10.1447368421053;3.82608695652174;0;0;"Soderling";"Murray";"Murray";0
"148889";96;19;"Tomas Berdych";196;24.4;3;"Rafael Nadal";185;23.7;3;25;1590;3;7440;1;0;0;0;64;121;15;25;16;59;6;6;0;82;0;0;0;189;0;0;0;1;0;0;106;119;54;33;69;0;260;0;2010;3;6;0;0;0;1;0;0;1;0;0;1;6.01481481481482;2.93489583333333;2.99259259259259;1.41145833333333;79.0148148148148;72.0208333333333;45.0074074074074;49.78125;31.0444444444444;36.2708333333333;15.9925925925926;13.2005208333333;12.4444444444444;11.875;4.05925925925926;3.125;7.74074074074074;4.47395833333333;0;0;"Nadal";"Berdych";"Berdych";0
"148890";96;20;"Ivan Ljubicic";193;30.9;21;"Juan Monaco";185;25.9;3;26;1520;27;1430;1;0;0;0;0;214;0;0;0;48;0;0;72;131;26;21;121;38;3;0;0;1;0;0;146;0;48;0;117;133;43;119;2010;1;1;0;0;0;1;0;0;1;0;1;0;12.7155172413793;1.94214876033058;2.28448275862069;2.33057851239669;78.2701149425287;80.297520661157;46.5488505747126;53.6363636363636;37.4137931034483;32.5206611570248;17.6896551724138;12.3636363636364;12.6724137931034;12.0743801652893;3.02873563218391;4.55371900826446;4.08333333333333;8.99173553719008;0;0;"Ljubicic";"Monaco";"Ljubicic";1
"148891";96;7;"Andy Roddick";188;27.5;6;"Robin Soderling";193;25.5;3;8;3720;7;3905;1;0;0;0;0;354;0;0;0;76;0;0;32;99;10;14;55;126;22;20;0;1;0;0;248;0;66;0;93;62;79;144;2010;0;2;0;0;0;0;1;0;1;0;1;0;12.1177685950413;7.44274809160305;1.84917355371901;3.83969465648855;72.5082644628099;86.2137404580153;47.3719008264463;52.3282442748092;38.6776859504132;36.6717557251908;14.8904958677686;15.5038167938931;12.3657024793388;13.2671755725191;2.13429752066116;4.80916030534351;2.83884297520661;8.46564885496183;1;0;"Roddick";"Soderling";"Roddick";1
"148892";96;20;"Ivan Ljubicic";193;30.9;3;"Rafael Nadal";185;23.7;3;26;1520;3;7440;1;0;0;0;0;215;0;0;0;59;0;0;72;131;26;21;177;190;2;30;0;1;0;0;147;0;54;0;117;133;261;138;2010;1;4;0;0;0;0;1;0;1;0;0;1;12.7106017191977;2.02352941176471;2.2836676217765;2.09411764705882;78.2320916905444;80.2941176470588;46.5243553008596;55.3529411764706;37.3982808022923;34.8705882352941;17.6876790830946;12.0823529411765;12.6733524355301;12.5058823529412;3.02005730659026;4.8;4.07449856733524;8.74117647058823;0;0;"Ljubicic";"Nadal";"Ljubicic";1
"148893";96;20;"Ivan Ljubicic";193;30.9;7;"Andy Roddick";188;27.5;3;26;1520;8;3720;1;0;0;0;0;216;0;0;0;99;0;0;72;131;26;21;70;355;25;67;0;1;0;0;148;0;93;0;117;133;249;268;2010;2;7;0;0;0;0;0;1;1;0;1;0;12.7228571428571;11.3404255319149;2.29428571428571;2.88652482269504;78.3;88.4751773049645;46.56;55.2695035460993;37.4285714285714;40.9574468085106;17.6857142857143;16.1205673758865;12.6828571428571;14.0709219858156;3.03142857142857;4.04964539007092;4.09142857142857;6.86524822695035;0;1;"Ljubicic";"Roddick";"Ljubicic";1
"148956";96;23;"Jurgen Melzer";183;28.8;10;"Fernando Verdasco";188;26.3;3;28;1450;12;2725;1;0;0;0;76;100;8;22;61;89;7;16;0;102;0;0;0;115;0;0;0;1;0;0;59;147;83;90;70;0;102;0;2010;0;3;0;1;0;0;0;0;0;1;0;1;4.92349726775956;5.38723404255319;3.21311475409836;3.53191489361702;82.9726775956284;75.3872340425532;49.5245901639344;53.0851063829787;32.4863387978142;39.0425531914894;15.207650273224;12.3702127659574;12.327868852459;12.2893617021277;5.24043715846995;3.6;9.14754098360656;5.18723404255319;0;0;"Verdasco";"Melzer";"Melzer";0
"148957";96;25;"Marcos Baghdatis";183;24.7;7;"Marin Cilic";198;21.4;3;30;1325;9;2935;1;0;0;0;18;100;11;21;21;39;5;9;0;60;0;0;0;83;0;0;0;1;0;0;57;93;32;42;37;0;46;0;2010;0;0;0;1;0;0;0;0;1;0;1;0;6.18072289156626;8.62068965517241;3.6144578313253;2.82758620689655;90.2650602409639;79.948275862069;47.2530120481928;44.1465517241379;33.1927710843374;34.198275862069;19.8915662650602;20.0862068965517;13.5542168674699;12.7241379310345;4.69879518072289;3.62068965517241;8.86746987951807;5.05172413793103;0;0;"Cilic";"Baghdatis";"Baghdatis";0
"148959";96;19;"Stan Wawrinka";183;24.9;13;"Mikhail Youzhny";183;27.7;3;23;1675;15;2225;1;0;0;0;57;72;8;7;66;112;22;22;0;58;0;0;0;156;0;0;0;1;0;0;71;73;89;133;52;0;104;0;2010;2;1;0;1;0;0;0;0;1;0;1;0;5.36111111111111;4.81071428571429;3.30555555555556;2.27142857142857;86.037037037037;78.9785714285714;49.2962962962963;47.5035714285714;32.787037037037;35.1071428571429;17.5462962962963;17.3;12.8148148148148;12.3607142857143;5.12962962962963;3.67142857142857;8.99074074074074;5.45714285714286;0;0;"Youzhny";"Wawrinka";"Wawrinka";0
"148960";96;9;"Fernando Gonzalez";183;29.6;22;"Juan Monaco";185;25.9;3;11;2835;26;1610;1;0;0;0;0;159;0;0;0;49;0;0;61;96;12;13;121;39;3;0;0;1;0;0;163;0;49;0;103;79;44;119;2010;5;0;0;1;0;0;0;0;1;0;1;0;7.55692307692308;1.94262295081967;3.64923076923077;2.33606557377049;79.1076923076923;80.3032786885246;48.7323076923077;53.655737704918;37.6307692307692;32.5327868852459;16.6523076923077;12.3524590163934;12.8215384615385;12.0737704918033;3.24;4.54918032786885;4.67692307692308;8.98360655737705;0;0;"Gonzalez";"Monaco";"Gonzalez";1
"148962";96;28;"Philipp Kohlschreiber";178;26.4;8;"Jo-Wilfried Tsonga";188;24.9;3;33;1230;10;2915;1;0;0;0;51;75;5;20;7;35;3;4;0;68;0;0;0;85;0;0;0;1;0;0;49;102;29;20;49;0;56;0;2010;1;1;0;1;0;0;0;0;1;0;1;0;4.36153846153846;11.1495327102804;2.97692307692308;2.1214953271028;79.3769230769231;78.5981308411215;46.3692307692308;50.7943925233645;30.7461538461538;40.8411214953271;15.7615384615385;15.4579439252336;12.1076923076923;13.214953271028;4.76923076923077;2.67289719626168;8.45384615384615;3.80373831775701;0;0;"Tsonga";"Kohlschreiber";"Kohlschreiber";0
"148963";96;12;"Juan Carlos Ferrero";183;30.1;17;"John Isner";206;24.9;3;14;2265;21;1720;1;0;0;0;0;159;0;0;0;35;0;0;73;118;14;15;3;57;0;1;0;1;0;0;209;0;18;0;113;107;20;41;2010;0;0;0;1;0;0;0;0;1;0;1;0;4.50761421319797;14;2.28934010152284;3.09090909090909;80.3426395939086;88.7727272727273;51.4670050761421;58.5681818181818;37.1675126903553;43;16.5736040609137;15.0454545454545;12.7741116751269;13.7272727272727;3.95431472081218;3.63636363636364;5.76142131979695;5.93181818181818;0;1;"Ferrero";"Isner";"Ferrero";1
"148964";96;15;"David Ferrer";175;27.9;24;"Ivo Karlovic";208;31;3;17;2045;29;1350;1;0;0;0;0;119;0;0;0;91;0;0;78;90;11;10;28;100;8;37;0;1;0;0;127;0;65;0;89;100;56;117;2010;1;0;0;1;0;0;0;0;1;0;1;0;2.81597222222222;18.5833333333333;2.14583333333333;3.75694444444444;74.9791666666667;90.5555555555556;48.3472222222222;58.3194444444444;34.0347222222222;46.8263888888889;14.6458333333333;15.2013888888889;11.7604166666667;14.375;3.76041666666667;3.58333333333333;5.71180555555556;5.50694444444444;0;0;"Ferrer";"Karlovic";"Ferrer";1
"148970";96;16;"Tomas Berdych";196;24.5;1;"Roger Federer";185;28.6;3;20;1760;1;11035;1;0;0;0;0;123;0;0;0;90;0;0;44;83;6;11;137;404;50;87;0;1;0;0;108;0;100;0;70;74;427;251;2010;1;8;0;0;1;0;0;0;1;0;1;0;8.63942307692308;6.66013071895425;2.34615384615385;3.3921568627451;74.3076923076923;92.6078431372549;44.1538461538462;54.0457516339869;35.3221153846154;37.8562091503268;16.7163461538462;18.2549019607843;12.2548076923077;14.0457516339869;3.00961538461538;5.04575163398693;4.18269230769231;8.82352941176471;0;0;"Berdych";"Federer";"Berdych";1
"148971";96;7;"Marin Cilic";198;21.4;10;"Fernando Verdasco";188;26.3;3;9;2935;12;2725;1;0;0;0;22;84;4;13;61;89;7;16;0;39;0;0;0;116;0;0;0;1;0;0;47;76;83;90;32;0;103;0;2010;2;2;0;0;1;0;0;0;1;0;0;1;7.26086956521739;5.38559322033898;3.46376811594203;3.56779661016949;83.2898550724638;75.5338983050847;45.1304347826087;53.1737288135593;31.8985507246377;39.114406779661;17.6376811594203;12.3728813559322;12.6521739130435;12.3008474576271;4.49275362318841;3.61864406779661;8.18840579710145;5.20762711864407;0;0;"Verdasco";"Cilic";"Cilic";0
"148972";96;9;"Fernando Gonzalez";183;29.6;5;"Robin Soderling";193;25.6;3;11;2835;7;4245;1;0;0;0;157;160;16;21;39;77;6;15;0;96;0;0;0;128;0;0;0;1;0;0;164;190;67;70;103;0;81;0;2010;3;4;0;0;1;0;0;0;1;0;1;0;6.12209302325581;8.96190476190476;5.18604651162791;2.40952380952381;87.9941860465116;72;52.7209302325581;44.5333333333333;36.6162790697674;35.352380952381;16.2790697674419;15.4047619047619;13.3313953488372;11.8761904761905;5.0406976744186;2.84761904761905;8.63372093023256;3.85238095238095;0;0;"Soderling";"Gonzalez";"Gonzalez";0
"148973";96;12;"Juan Carlos Ferrero";183;30.1;8;"Jo-Wilfried Tsonga";188;24.9;3;14;2265;10;2915;1;0;0;0;217;160;17;28;7;35;3;4;0;118;0;0;0;86;0;0;0;1;0;0;210;212;29;20;113;0;57;0;2010;0;1;0;0;1;0;0;0;1;0;1;0;3.74528301886792;11.1481481481481;2.57075471698113;2.12037037037037;83.2783018867924;78.3425925925926;52.6792452830189;50.6296296296296;33.8443396226415;40.7222222222222;14.7547169811321;15.4166666666667;12.6650943396226;13.1851851851852;4.97169811320755;2.64814814814815;8.95283018867925;3.77777777777778;0;0;"Tsonga";"Ferrero";"Ferrero";0
"148974";96;15;"David Ferrer";175;27.9;4;"Rafael Nadal";185;23.8;3;17;2045;4;6800;1;0;0;0;159;120;9;16;16;60;6;6;0;90;0;0;0;192;0;0;0;1;0;0;128;176;55;33;89;0;263;0;2010;3;7;0;0;1;0;0;0;1;0;0;1;2.14594594594595;2.93798449612403;3;1.41085271317829;79.427027027027;72.0206718346253;49.2054054054054;49.7648578811369;29.9351351351351;36.2687338501292;13.6648648648649;13.1989664082687;12.0594594594595;11.8708010335917;4.9027027027027;3.12144702842377;9.63783783783784;4.4702842377261;0;0;"Nadal";"Ferrer";"Ferrer";0
"148976";96;33;"Nicolas Almagro";183;24.5;27;"Thomaz Bellucci";188;22.2;3;38;1050;32;1254;1;0;0;0;0;31;0;0;0;22;0;0;65;43;2;6;23;14;0;1;0;1;0;0;49;0;14;0;49;67;8;30;2010;0;0;0;0;1;0;0;0;1;0;0;1;8.98571428571429;5.70588235294118;2.23571428571429;2.91176470588235;76.3285714285714;79.8823529411765;46.2071428571429;46.1764705882353;35.4714285714286;29.8823529411765;16.9357142857143;15.9705882352941;12.2142857142857;12.1176470588235;3.50714285714286;4.76470588235294;4.86428571428571;8.73529411764706;0;0;"Almagro";"Bellucci";"Almagro";1
"148977";96;16;"Tomas Berdych";196;24.5;10;"Fernando Verdasco";188;26.3;3;20;1760;12;2725;1;0;0;0;0;124;0;0;0;89;0;0;44;83;6;11;93;117;9;23;0;1;0;0;109;0;83;0;70;74;104;138;2010;5;3;0;0;0;1;0;0;1;0;0;1;8.62679425837321;4.54491017964072;2.34928229665072;4.35329341317365;74.5980861244019;83.6526946107784;44.3062200956938;56.7365269461078;35.3971291866029;37.3233532934132;16.7894736842105;12.6946107784431;12.2775119617225;12.8383233532934;3.03349282296651;4.65269461077844;4.21052631578947;8.33532934131737;0;0;"Berdych";"Verdasco";"Berdych";1
"148978";96;5;"Robin Soderling";193;25.6;13;"Mikhail Youzhny";183;27.7;3;7;4245;15;2225;1;0;0;0;0;129;0;0;0;112;0;0;39;77;6;15;75;157;34;32;0;1;0;0;82;0;89;0;67;70;105;193;2010;2;1;0;0;0;1;0;0;1;0;1;0;8.99052132701422;3.14832535885167;2.40758293838863;2.8755980861244;72.0142180094787;81.8038277511962;44.5165876777251;49.0909090909091;35.3507109004739;31.622009569378;15.4312796208531;15.244019138756;11.8815165876777;12.3062200956938;2.83412322274882;5.10526315789474;3.83412322274882;9.16746411483254;0;0;"Soderling";"Youzhny";"Soderling";1
"148979";96;4;"Rafael Nadal";185;23.8;8;"Jo-Wilfried Tsonga";188;24.9;3;4;6800;10;2915;1;0;0;0;0;193;0;0;0;35;0;0;16;60;6;6;12;87;9;7;0;1;0;0;264;0;29;0;55;33;58;57;2010;4;1;0;0;0;1;0;0;0;1;1;0;2.93556701030928;9;1.40979381443299;2.6530612244898;72.0128865979381;84.5510204081633;49.7422680412371;52.5918367346939;36.2525773195876;37.8571428571429;13.2087628865979;15.0204081632653;11.8685567010309;12.9795918367347;3.12628865979381;4.30612244897959;4.47680412371134;7.28571428571429;0;0;"Nadal";"Tsonga";"Nadal";1
"148980";96;33;"Nicolas Almagro";183;24.5;6;"Andy Roddick";188;27.5;3;38;1050;8;3960;1;0;0;0;108;32;3;3;32;100;10;14;0;43;0;0;0;358;0;0;0;1;0;0;50;96;94;62;49;0;252;0;2010;0;0;0;0;0;1;0;0;1;0;1;0;7.64912280701754;12.0901639344262;3.06140350877193;1.84426229508197;88.2631578947368;72.4241803278689;52.7105263157895;47.3360655737705;36.7543859649123;38.6331967213115;16.8070175438597;14.8606557377049;13.3333333333333;12.3524590163934;4.84210526315789;2.13729508196721;8.36842105263158;2.84426229508197;0;1;"Roddick";"Almagro";"Almagro";0
"148981";96;16;"Tomas Berdych";196;24.5;5;"Robin Soderling";193;25.6;3;20;1760;7;4245;1;0;0;0;0;125;0;0;0;77;0;0;44;83;6;11;55;130;22;20;0;1;0;0;110;0;67;0;70;74;83;144;2010;2;5;0;0;0;0;1;0;1;0;1;0;8.6047619047619;7.46969696969697;2.34761904761905;3.85606060606061;74.7571428571429;86.1363636363636;44.4047619047619;52.2954545454545;35.4571428571429;36.6590909090909;16.8142857142857;15.4924242424242;12.2952380952381;13.2727272727273;3.05238095238095;4.79545454545455;4.23333333333333;8.45454545454546;0;0;"Berdych";"Soderling";"Berdych";1
"148982";96;4;"Rafael Nadal";185;23.8;6;"Andy Roddick";188;27.5;3;4;6800;8;3960;1;0;0;0;177;194;2;30;32;100;10;14;0;60;0;0;0;359;0;0;0;1;0;0;265;138;94;62;55;0;253;0;2010;5;2;0;0;0;0;1;0;0;1;1;0;2.05813953488372;12.0736196319018;2.09302325581395;1.84253578732106;80.3837209302326;72.3762781186094;55.3488372093023;47.3087934560327;34.9302325581395;38.6114519427403;12.1860465116279;14.8507157464213;12.5348837209302;12.3456032719836;4.7906976744186;2.13701431492843;8.7093023255814;2.84253578732106;0;1;"Roddick";"Nadal";"Nadal";0
"148983";96;16;"Tomas Berdych";196;24.5;6;"Andy Roddick";188;27.5;3;20;1760;8;3960;1;0;0;0;64;126;15;25;32;100;10;14;0;83;0;0;0;360;0;0;0;1;0;0;111;119;94;62;70;0;254;0;2010;2;4;0;0;0;0;0;1;1;0;1;0;6.01470588235294;12.0795918367347;2.99264705882353;1.84489795918367;79.0441176470588;72.3979591836735;45.0220588235294;47.3244897959184;31.0514705882353;38.6285714285714;15.9926470588235;14.8469387755102;12.4338235294118;12.3489795918367;4.05147058823529;2.13877551020408;7.72794117647059;2.84489795918367;0;1;"Roddick";"Berdych";"Berdych";0
"149007";28;2;"Guillermo Garcia Lopez";188;26.8;8;"Florent Serra";180;29;3;40;964;57;770;0;0;1;0;44;45;1;14;42;66;6;11;55;0;0;0;38;0;0;0;0;0;0;1;27;77;49;76;0;93;0;68;2010;0;0;0;0;0;1;0;0;1;0;1;0;2.75572519083969;4.22448979591837;3.91603053435115;1.88775510204082;77.9541984732824;82.9183673469388;48.0381679389313;50.4489795918367;30.4809160305344;36.5714285714286;13.0687022900763;17.9897959183673;11.6793893129771;12.8979591836735;4.80152671755725;3.98979591836735;9.00763358778626;5.93877551020408;0;0;"Serra";"Lopez";"Lopez";0
"149009";28;3;"Victor Hanescu";198;28.7;8;"Florent Serra";180;29;3;43;920;57;770;0;0;1;0;78;0;0;0;42;0;0;0;57;58;10;11;39;53;1;7;0;0;0;1;0;89;0;76;49;87;31;69;2010;0;1;0;0;0;0;1;0;1;0;1;0;5.93103448275862;3.448;1.43965517241379;2.272;79.9396551724138;84.152;54.9310344827586;52.024;40.698275862069;33.488;14.3448275862069;14.952;12.6637931034483;12.352;3.92241379310345;5.376;5.18965517241379;9.384;0;0;"Hanescu";"Serra";"Hanescu";1
"149010";28;3;"Victor Hanescu";198;28.7;1;"Stan Wawrinka";183;25;3;43;920;23;1630;0;0;1;0;79;33;5;10;40;59;9;10;57;0;0;0;60;0;0;0;0;0;0;1;37;90;53;65;0;87;0;76;2010;2;0;0;0;0;0;0;1;1;0;1;0;4.35537190082645;7.43703703703704;2.0495867768595;3;82.900826446281;83.8666666666667;56.7272727272727;48.7037037037037;37.0247933884297;36.7333333333333;12.0495867768595;19.4518518518519;12.6115702479339;13.4444444444444;4.90082644628099;3.71851851851852;8.66942148760331;5.57777777777778;0;0;"Wawrinka";"Hanescu";"Hanescu";0
"149029";28;1;"Fernando Gonzalez";183;29.6;6;"Horacio Zeballos";188;24.9;3;11;2880;54;801;0;0;1;0;158;160;16;21;3;8;0;1;61;0;0;0;3;0;0;0;0;0;0;1;164;191;4;8;0;79;0;7;2010;0;0;0;0;0;1;0;0;1;0;0;1;6.10982658959538;6.9;5.19653179190751;2.1;87.9595375722543;70.9;52.6473988439306;45.8;36.5606936416185;34.7;16.3063583815029;14.4;13.3294797687861;11.1;5.05202312138728;3.4;8.65317919075144;4.2;0;0;"Zeballos";"Gonzalez";"Gonzalez";0
"149075";56;1;"Novak Djokovic";188;22.8;13;"Stan Wawrinka";183;25;3;2;7630;20;1780;0;0;1;0;68;0;0;0;40;0;0;0;22;50;4;8;63;72;8;7;0;1;0;0;166;0;53;0;54;30;73;77;2010;7;1;0;0;1;0;0;0;1;0;1;0;6.06274509803922;5.36697247706422;2.61176470588235;3.30275229357798;78.8156862745098;86.1376146788991;50.3333333333333;49.3669724770642;37.3647058823529;32.8807339449541;15.8235294117647;17.5688073394495;12.5882352941176;12.8440366972477;3.63921568627451;5.09174311926605;5.26666666666667;8.94495412844037;0;0;"Djokovic";"Wawrinka";"Djokovic";1
"149078";56;10;"Tomas Berdych";196;24.5;6;"Fernando Verdasco";188;26.4;3;15;2270;12;2725;0;0;1;0;66;126;15;25;61;90;7;16;44;0;0;0;94;0;0;0;0;1;0;0;113;119;84;90;71;0;105;0;2010;6;3;0;0;1;0;0;0;1;0;0;1;6.02189781021898;5.35714285714286;2.99270072992701;3.5546218487395;78.970802919708;75.3949579831933;44.9416058394161;53.0252100840336;31.007299270073;39.0042016806723;16.021897810219;12.3865546218487;12.4233576642336;12.2731092436975;4.04379562043796;3.60924369747899;7.70802919708029;5.1890756302521;0;0;"Verdasco";"Berdych";"Berdych";0
"149079";56;11;"David Ferrer";175;28;8;"Ivan Ljubicic";193;31;3;17;2045;14;2340;0;0;1;0;161;0;0;0;72;0;0;0;78;91;11;10;92;217;53;21;0;1;0;0;130;0;117;0;90;100;150;233;2010;4;1;0;0;1;0;0;0;1;0;1;0;2.80412371134021;11.4851063829787;2.14432989690722;2.97446808510638;74.8316151202749;88.0510638297872;48.2714776632302;50.3489361702128;33.9896907216495;37.1234042553192;14.6323024054983;17.868085106383;11.7388316151203;13.5234042553191;3.73539518900344;4.34893617021277;5.67353951890034;7.44255319148936;0;0;"Ferrer";"Ljubicic";"Ferrer";1
"149081";56;9;"Juan Carlos Ferrero";183;30.1;5;"Jo-Wilfried Tsonga";188;24.9;3;16;2105;10;2915;0;0;1;0;219;0;0;0;7;0;0;0;73;119;14;15;13;87;9;7;0;1;0;0;212;0;30;0;114;107;59;57;2010;0;2;0;0;1;0;0;0;1;0;1;0;4.48866498740554;8.92;2.28211586901763;2.6;80.1486146095718;83.78;51.3551637279597;52.12;37.103274559194;37.46;16.5390428211587;14.84;12.7556675062972;12.9;3.93198992443325;4.24;5.73047858942066;7.24;0;0;"Ferrero";"Tsonga";"Ferrero";1
"149086";56;9;"Juan Carlos Ferrero";183;30.1;2;"Rafael Nadal";185;23.8;3;16;2105;3;6980;0;0;1;0;220;160;17;28;16;61;6;6;73;0;0;0;179;0;0;0;0;1;0;0;213;212;56;33;114;0;267;0;2010;2;6;0;0;0;1;0;0;1;0;0;1;3.72769953051643;2.92583120204604;2.56338028169014;1.40920716112532;83.0657276995305;71.843989769821;52.5446009389671;49.6214833759591;33.7276995305164;36.1585677749361;14.7230046948357;13.1892583120205;12.6431924882629;11.8337595907928;4.95305164319249;3.1304347826087;8.93896713615023;4.47058823529412;0;0;"Nadal";"Ferrero";"Ferrero";0
"149087";56;1;"Novak Djokovic";188;22.8;6;"Fernando Verdasco";188;26.4;3;2;7630;12;2725;0;0;1;0;70;168;8;25;61;90;7;16;22;0;0;0;96;0;0;0;0;1;0;0;168;103;84;90;54;0;107;0;2010;5;2;0;0;0;0;1;0;1;0;0;1;4.84615384615385;5.3625;3.30769230769231;3.55416666666667;86.2820512820513;75.5208333333333;53.9871794871795;53.0791666666667;35.9230769230769;39.0166666666667;15.2948717948718;12.4125;13.1794871794872;12.2833333333333;4.85897435897436;3.59166666666667;8.56410256410256;5.18333333333333;0;0;"Verdasco";"Djokovic";"Djokovic";0
"149088";56;11;"David Ferrer";175;28;2;"Rafael Nadal";185;23.8;3;17;2045;3;6980;0;0;1;0;163;120;9;16;16;61;6;6;78;0;0;0;180;0;0;0;0;1;0;0;132;176;56;33;90;0;268;0;2010;3;8;0;0;0;0;1;0;1;0;0;1;2.14516129032258;2.9234693877551;2.98924731182796;1.40561224489796;79.4193548387097;71.7831632653061;49.1881720430108;49.5765306122449;29.9408602150538;36.1301020408163;13.6935483870968;13.1785714285714;12.0537634408602;11.8239795918367;4.90860215053763;3.12244897959184;9.63440860215054;4.46173469387755;0;0;"Nadal";"Ferrer";"Ferrer";0
"149089";56;2;"Rafael Nadal";185;23.8;6;"Fernando Verdasco";188;26.4;3;3;6980;12;2725;0;0;1;0;181;0;0;0;61;0;0;0;16;61;6;6;97;117;9;23;0;1;0;0;269;0;84;0;56;33;108;138;2010;9;0;0;0;0;0;0;1;0;1;0;1;2.92111959287532;4.55952380952381;1.40712468193384;4.36309523809524;71.7277353689567;83.8035714285714;49.5394402035623;56.8571428571429;36.0966921119593;37.4166666666667;13.1653944020356;12.7202380952381;11.8142493638677;12.8571428571429;3.11959287531807;4.66666666666667;4.46055979643766;8.33928571428571;0;0;"Nadal";"Verdasco";"Nadal";1
